gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B	CD14	CD4T	CD8T	DCs	FGR3	Mega	NK
LRP5	O75197	True	LRP5_HUMAN	FZD6_LRP5	CPI-SC0DFEAE26D	LRP5	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC08496F2AE	FZD6	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0A27844A8	FZD6	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC02D16C89A	FZD6	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC01D1E05E8	FZD6	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0DFEAE26D	FZD6	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC0342728D2	LRP6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC081E1CE0B	LRP6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC0796645C7	LRP6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC039EE3D74	LRP6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC01C485556	LRP6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0342728D2	FZD6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC081E1CE0B	FZD6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0796645C7	FZD6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC039EE3D74	FZD6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC01C485556	FZD6	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-SC0DAAF158F	CSF2RB	0.0	0.036	0.0	0.0	0.077	0.025	0.0	0.0
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-SC0DAAF158F	CSF2RA	0.0	0.036	0.0	0.0	0.077	0.025	0.0	0.0
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC0A7A5EEB3	IL1R1	0.0	0.015	0.0	0.0	0.005	0.003	0.0	0.0
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC0D5A18C2E	IL1R1	0.0	0.015	0.0	0.0	0.005	0.003	0.0	0.0
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC06CA2BDAB	IL1R1	0.0	0.015	0.0	0.0	0.005	0.003	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC0A7A5EEB3	IL1RAP	0.0	0.015	0.0	0.0	0.005	0.003	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC0D5A18C2E	IL1RAP	0.0	0.015	0.0	0.0	0.005	0.003	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC06CA2BDAB	IL1RAP	0.0	0.015	0.0	0.0	0.005	0.003	0.0	0.0
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC0629FB330	IL1R2	0.0	0.015	0.003	0.003	0.005	0.004	0.0	0.0
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC01BC018A0	IL1R2	0.0	0.015	0.003	0.003	0.005	0.004	0.0	0.0
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC0CEE7CCC6	IL1R2	0.0	0.015	0.003	0.003	0.005	0.004	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC0629FB330	IL1RAP	0.0	0.015	0.003	0.003	0.005	0.004	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC01BC018A0	IL1RAP	0.0	0.015	0.003	0.003	0.005	0.004	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC0CEE7CCC6	IL1RAP	0.0	0.015	0.003	0.003	0.005	0.004	0.0	0.0
IL10RA	Q13651	True	I10R1_HUMAN	IL10_receptor	CPI-SC0104DF8E5	IL10RA	0.083	0.194	0.081	0.077	0.399	0.491	0.0	0.06
IL10RB	Q08334	True	I10R2_HUMAN	IL10_receptor	CPI-SC0104DF8E5	IL10RB	0.083	0.194	0.081	0.077	0.399	0.491	0.0	0.06
IL11RA	Q14626	True	I11RA_HUMAN	IL11_receptor	CPI-SC0409FF431	IL11RA	0.0	0.001	0.004	0.002	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-SC0409FF431	IL6ST	0.0	0.001	0.004	0.002	0.0	0.0	0.0	0.0
IL15RA	Q13261	True	I15RA_HUMAN	IL15_receptor	CPI-SC0C6EBD4D8	IL15RA	0.002	0.006	0.005	0.034	0.0	0.0	0.0	0.046
IL2RB	P14784	True	IL2RB_HUMAN	IL15_receptor	CPI-SC0C6EBD4D8	IL2RB	0.002	0.006	0.005	0.034	0.0	0.0	0.0	0.046
IL17RA	Q96F46	True	I17RA_HUMAN	IL17_receptor_AE	CPI-SC0BB896AE4	IL17RA	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17_receptor_AE	CPI-SC0BB896AE4	IL17RE	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
IL18R1	Q13478	True	IL18R_HUMAN	IL18_receptor	CPI-SC09CC14C07	IL18R1	0.0	0.0	0.002	0.018	0.013	0.0	0.0	0.034
IL18RAP	O95256	True	I18RA_HUMAN	IL18_receptor	CPI-SC09CC14C07	IL18RAP	0.0	0.0	0.002	0.018	0.013	0.0	0.0	0.034
IL2RA	P01589	True	IL2RA_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RA	0.002	0.003	0.009	0.002	0.0	0.0	0.0	0.01
IL2RB	P14784	True	IL2RB_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RB	0.002	0.003	0.009	0.002	0.0	0.0	0.0	0.01
IL2RG	P31785	True	IL2RG_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RG	0.002	0.003	0.009	0.002	0.0	0.0	0.0	0.01
IL2RB	P14784	True	IL2RB_HUMAN	IL2_receptor_I	CPI-SC0DE80D39C	IL2RB	0.002	0.006	0.043	0.135	0.0	0.0	0.0	0.285
IL2RG	P31785	True	IL2RG_HUMAN	IL2_receptor_I	CPI-SC0DE80D39C	IL2RG	0.002	0.006	0.043	0.135	0.0	0.0	0.0	0.285
IL27RA	Q6UWB1	True	I27RA_HUMAN	IL27_receptor	CPI-CC0B5110FC9	IL27RA	0.015	0.041	0.068	0.01	0.057	0.024	0.0	0.01
IL6ST	P40189	True	IL6RB_HUMAN	IL27_receptor	CPI-CC0B5110FC9	IL6ST	0.015	0.041	0.068	0.01	0.057	0.024	0.0	0.01
IL6ST	P40189	True	IL6RB_HUMAN	IL35_receptor	CPI-CC0D8A77C69	IL6ST	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.006
IL12RB2	Q99665	True	I12R2_HUMAN	IL35_receptor	CPI-CC0D8A77C69	IL12RB2	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.006
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36_receptor	CPI-SC01F1DB97B	IL1RL2	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36_receptor	CPI-SC01F1DB97B	IL1RAP	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
IL6R	P08887	True	IL6RA_HUMAN	IL6_receptor	CPI-SC0E81D7329	IL6R	0.003	0.041	0.026	0.0	0.057	0.024	0.0	0.004
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-SC0E81D7329	IL6ST	0.003	0.041	0.026	0.0	0.057	0.024	0.0	0.004
IL7R	P16871	True	IL7RA_HUMAN	IL7_receptor	CPI-SC0089DC473	IL7R	0.052	0.103	0.974	0.33	0.973	0.055	0.349	0.079
IL2RG	P31785	True	IL2RG_HUMAN	IL7_receptor	CPI-SC0089DC473	IL2RG	0.052	0.103	0.974	0.33	0.973	0.055	0.349	0.079
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC034D4CF73	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC039737584	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC028882919	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0096917A2	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC059D160BE	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B4771D76	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0FCB8DFBB	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0FD500AF3	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	ITGB1	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC034D4CF73	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC039737584	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC028882919	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0096917A2	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC059D160BE	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B4771D76	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0FCB8DFBB	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0FD500AF3	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	ITGA10	0.005	0.0	0.004	0.013	0.007	0.012	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC071163509	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC027893337	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C739EDCE	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC079D293A2	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC08DBCCFF0	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC073A7317A	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03F728659	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0549A759B	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0F9FB6DCB	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0ECDD1074	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E509A5C6	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0453131F6	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0270AA5D9	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0DC74CBE5	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03AF43F8B	ITGB1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC071163509	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC027893337	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0C739EDCE	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC079D293A2	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC08DBCCFF0	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC073A7317A	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC03F728659	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0549A759B	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0F9FB6DCB	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0ECDD1074	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0E509A5C6	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0453131F6	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0270AA5D9	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0DC74CBE5	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC03AF43F8B	ITGA1	0.0	0.006	0.02	0.024	0.009	0.0	0.0	0.027
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A2DB962D	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0D3C12C3F	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0E85E1FB0	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04BD52124	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0BDD04147	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04BCFC59C	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC088A27EA5	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC046604E76	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0CCB0D955	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC01A5C5096	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC084C79E20	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC05640277E	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0F94B7D8F	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A916E0E2	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0BB68FB34	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC01D1C56CC	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A460766C	ITGB1	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A2DB962D	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0D3C12C3F	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0E85E1FB0	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC04BD52124	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0BDD04147	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC04BCFC59C	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC088A27EA5	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC046604E76	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0CCB0D955	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC01A5C5096	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC084C79E20	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC05640277E	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0F94B7D8F	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A916E0E2	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0BB68FB34	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC01D1C56CC	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A460766C	ITGA2	0.002	0.001	0.003	0.003	0.0	0.0	0.0	0.003
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0149E8473	ITGA2B	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.003
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC088D2EEF4	ITGA2B	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.003
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0D085D655	ITGA2B	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.003
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0AFB661A4	ITGA2B	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0149E8473	ITGB3	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC088D2EEF4	ITGB3	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0D085D655	ITGB3	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0AFB661A4	ITGB3	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC08C485EAE	ITGB1	0.004	0.001	0.003	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC0B80B8591	ITGB1	0.004	0.001	0.003	0.0	0.0	0.0	0.0	0.0
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC08C485EAE	ITGA3	0.004	0.001	0.003	0.0	0.0	0.0	0.0	0.0
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC0B80B8591	ITGA3	0.004	0.001	0.003	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0F96CE387	ITGB1	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
