id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	B|B	B|CD14	B|CD4T	B|CD8T	B|DCs	B|FGR3	B|Mega	B|NK	CD14|B	CD14|CD14	CD14|CD4T	CD14|CD8T	CD14|DCs	CD14|FGR3	CD14|Mega	CD14|NK	CD4T|B	CD4T|CD14	CD4T|CD4T	CD4T|CD8T	CD4T|DCs	CD4T|FGR3	CD4T|Mega	CD4T|NK	CD8T|B	CD8T|CD14	CD8T|CD4T	CD8T|CD8T	CD8T|DCs	CD8T|FGR3	CD8T|Mega	CD8T|NK	DCs|B	DCs|CD14	DCs|CD4T	DCs|CD8T	DCs|DCs	DCs|FGR3	DCs|Mega	DCs|NK	FGR3|B	FGR3|CD14	FGR3|CD4T	FGR3|CD8T	FGR3|DCs	FGR3|FGR3	FGR3|Mega	FGR3|NK	Mega|B	Mega|CD14	Mega|CD4T	Mega|CD8T	Mega|DCs	Mega|FGR3	Mega|Mega	Mega|NK	NK|B	NK|CD14	NK|CD4T	NK|CD8T	NK|DCs	NK|FGR3	NK|Mega	NK|NK
CPI-SS0223F2B31	CCL15_CCR3	simple:Q16663	simple:P51677	CCL15	CCR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS09DAE86C9	CCL13_CCR3	simple:Q99616	simple:P51677	CCL13	CCR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SC02CD655EB	CALCB_RAMP1_complex	simple:P10092	complex:RAMP1_complex	CALCB		True	False	True	curated	False	Ligand-Receptor	Signaling by Calcitonin	1.5310000000000001																																																																
CPI-SC00EA503F2	CALCA_RAMP1_complex	simple:P01258	complex:RAMP1_complex	CALCA		True	False	True	curated	False	Ligand-Receptor	Signaling by Calcitonin	1.5310000000000001																																																																
CPI-SS0E3AA6B7B	NTN4_NTRK2	simple:Q9HB63	simple:Q16620	NTN4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	1.5310000000000001																																																																
CPI-SC0915DDE22	BMP4_BMPR1A_BMPR2	simple:P12644	complex:BMPR1A_BMPR2	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.5310000000000001																																																																
CPI-SC01D95B14C	BMP4_BMR1A_AVR2B	simple:P12644	complex:BMR1A_AVR2B	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.5310000000000001																																																																
CPI-SC052486D3E	BMP4_BMR1A_ACR2A	simple:P12644	complex:BMR1A_ACR2A	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.5310000000000001																																																																
CPI-SS02A53F29E	LRPAP1_SORT1	simple:P30533	simple:Q99523	LRPAP1	SORT1	False	False	True	curated	False	Ligand-Receptor		1.5310000000000001																																																																
CPI-CS01F7D06F1	2arachidonoylglycerol_byDAGLB_GPR55	complex:2arachidonoylglycerol_byDAGLB	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.5310000000000001																																																																
CPI-CS045C37E64	2arachidonoylglycerol_byDAGLA_GPR55	complex:2arachidonoylglycerol_byDAGLA	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.5310000000000001																																																																
CPI-CS030959ED1	2arachidonoylglycerol_byDAGLB_CNR2	complex:2arachidonoylglycerol_byDAGLB	simple:P34972		CNR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.5310000000000001																																																																
CPI-CS0C6F86DF5	2arachidonoylglycerol_byDAGLA_CNR2	complex:2arachidonoylglycerol_byDAGLA	simple:P34972		CNR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.5310000000000001																																																																
CPI-SS01FCCEBB9	CCL26_CCR3	simple:Q9Y258	simple:P51677	CCL26	CCR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS019381277	CCL8_CCR2	simple:P80075	simple:P41597	CCL8	CCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0A76E2CE9	CCL15_CCR1	simple:Q16663	simple:P32246	CCL15	CCR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS049DF2278	CCL23_CCR1	simple:P55773	simple:P32246	CCL23	CCR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0747FCACD	CXCL11_ACKR3	simple:O14625	simple:P25106	CXCL11	ACKR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS01A6823FA	PF4_CXCR3	simple:P02776	simple:P49682	PF4	CXCR3	True	False	True	curated	False	Ligand-Receptor		1.5310000000000001																																																																
CPI-SC0BB68FB34	COL9A3_integrin_a2b1_complex	simple:Q14050	complex:integrin_a2b1_complex	COL9A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	1.5310000000000001																																																																
CPI-SC01D1C56CC	FN1_integrin_a2b1_complex	simple:P02751	complex:integrin_a2b1_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.5310000000000001																																																																
CPI-SS093B46106	CXCL6_CXCR2	simple:P80162	simple:P25025	CXCL6	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS00270ECE6	CXCL5_CXCR2	simple:P42830	simple:P25025	CXCL5	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	CXCL2	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0C491A3C1	PPBP_CXCR2	simple:P02775	simple:P25025	PPBP	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SC0A460766C	LAMC1_integrin_a2b1_complex	simple:P11047	complex:integrin_a2b1_complex	LAMC1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	1.5310000000000001																																																																
CPI-SC09D882C18	CDH1_integrin_aEb7_complex	simple:P12830	complex:integrin_aEb7_complex	CDH1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Cadherin	1.5310000000000001																																																																
CPI-SS0CC5DCE80	CDH1_KLRG1	simple:P12830	simple:Q96E93	CDH1	KLRG1	False	False	True	curated	False	Ligand-Receptor	Adhesion by Cadherin	1.5310000000000001																																																																
CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	CDH3	CDH3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	1.5310000000000001																																																																
CPI-SS0BCCA6596	CCL28_CCR10	simple:Q9NRJ3	simple:P46092	CCL28	CCR10	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0BFCF6B11	CCL27_CCR10	simple:Q9Y4X3	simple:P46092	CCL27	CCR10	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0079E2156	CCL20_CCR6	simple:P78556	simple:P51684	CCL20	CCR6	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0605AC9BF	CCL19_CCRL2	simple:Q99731	simple:O00421	CCL19	CCRL2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS00AEC3818	CCL19_ACKR4	simple:Q99731	simple:Q9NPB9	CCL19	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0EA05941A	CCL5_CCR4	simple:P13501	simple:P51679	CCL5	CCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS052B38F1C	CCL22_CCR4	simple:O00626	simple:P51679	CCL22	CCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.5310000000000001																																																																
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	CRTAM	CADM1	False	False	False	curated	False	Adhesion-Adhesion		1.5310000000000001																																																																
CPI-SS0817CE2B3	CCL3L1_CCR1	simple:P16619	simple:P32246	CCL3L1	CCR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by CEAM	1.5310000000000001																																																																
CPI-SS0F06E4B3F	CCL26_CCR1	simple:Q9Y258	simple:P32246	CCL26	CCR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SS0B1535576	CXCL16_CXCR6	simple:Q9H2A7	simple:O00574	CXCL16	CXCR6	True	True	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.5310000000000001																																																																
CPI-SC0A2DB962D	CDH1_integrin_a2b1_complex	simple:P12830	complex:integrin_a2b1_complex	CDH1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Cadherin	1.5310000000000001																																																																
